pair_id,work_id,doi_r,item,link_method,current_generation,supabase,old_doi_o,old_title_o,old_year_o,doi_o,title_o,authors_o,year_o,ref_o,bibtex_ref_o,link_evidence,outcome_now,oa_work_id_o,flags,apply
e3a897da61a263a266083cc48f90b24f,W4389311106,10.1002/mrm.29947,orig-110,llm_references,765e053cd24611e5 2026-09-23,not imported,10.1002/mrm.29757,Submillimeter lung MRI at 0.55 T using balanced steady‐state free precession with half‐radial dual‐echo readout (bSTAR),2023,10.1002/mrm.28119,Balanced steady‐state free precession thoracic imaging with half‐radial dual‐echo readout on smoothly interleaved archimedean spirals,"Bauman, G.; Bieri, O.",2019,"Bauman, G., & Bieri, O. (2019). Balanced steady‐state free precession thoracic imaging with half‐radial dual‐echo readout on smoothly interleaved archimedean spirals. Magnetic Resonance in Medicine, 84(1), 237–246. https://doi.org/10.1002/mrm.28119","@article{Bauman_2019, title={Balanced steady‐state free precession thoracic imaging with half‐radial dual‐echo readout on smoothly interleaved archimedean spirals}, author={Bauman, G. and Bieri, O.}, journal={Magnetic Resonance in Medicine}, volume={84}, number={1}, pages={237--246}, year={2019}, doi={10.1002/mrm.28119}, url={https://doi.org/10.1002/mrm.28119}}","The replication of bSTAR, termed open-source bSTAR, is tested by replicating several figures from the published literature. Original bSTAR, using the pulse sequence and image reconstruction developed by the original authors, and open-source bSTAR, with pulse sequence and image reconstruction developed in this work, were performed in healthy volunteers. | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2992513110,Observatory lists 2 originals — pick the judges' one by hand,no
89867e02d2e33f6df92eda95662ee2ca,W3044276046,10.1016/j.jad.2020.07.098,orig-113,llm_references,765e053cd24611e5 2026-09-23,not imported,10.1038/mp.2015.198,Testing a machine-learning algorithm to predict the persistence and severity of major depressive disorder from baseline self-reports,2016,10.1017/s0033291717003178,Sex similarities and differences in risk factors for recurrence of major depression,"Loo, H. M. v.; Aggen, S. H.; Gardner, C. O.; Kendler, K. S.",2017,"Loo, H. M. v., Aggen, S. H., Gardner, C. O., & Kendler, K. S. (2017). Sex similarities and differences in risk factors for recurrence of major depression. Psychological Medicine, 48(10), 1685–1693. https://doi.org/10.1017/s0033291717003178","@article{Loo_2017, title={Sex similarities and differences in risk factors for recurrence of major depression}, author={Loo, H. M. v. and Aggen, S. H. and Gardner, C. O. and Kendler, K. S.}, journal={Psychological Medicine}, volume={48}, number={10}, pages={1685--1693}, year={2017}, doi={10.1017/s0033291717003178}, url={https://doi.org/10.1017/s0033291717003178}}","This study assesses the performance of a previously developed data mining algorithm to predict future episodes of MD based on clinical information in new data. | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2768657049,,yes
88080076c31889fa84131d06b03ff377,W2111622402,10.1017/s0142716412000501,orig-115,llm_title_search,010cf32bb63351e1 2026-09-22,not imported,10.1017/s0272263111000325,LEARNED ATTENTION IN ADULT LANGUAGE ACQUISITION,2011,10.1017/s0272263110000264,THE BOUNDS OF ADULT LANGUAGE ACQUISITION,"Ellis, N. C.; Sagarra, N.",2010,"Ellis, N. C., & Sagarra, N. (2010). THE BOUNDS OF ADULT LANGUAGE ACQUISITION. Studies in Second Language Acquisition, 32(4), 553–580. https://doi.org/10.1017/s0272263110000264","@article{Ellis_2010, title={THE BOUNDS OF ADULT LANGUAGE ACQUISITION}, author={Ellis, N. C. and Sagarra, N.}, journal={Studies in Second Language Acquisition}, volume={32}, number={4}, pages={553--580}, year={2010}, doi={10.1017/s0272263110000264}, url={https://doi.org/10.1017/s0272263110000264}}","It replicates Ellis and Sagarra in demonstrating short-term learned attention in the acquisition of temporal reference in Latin | target named but unmatched to any record; picked by gpt-5.6-luna from 1 candidate(s) (crossref): Its subject is learned attention in adult second-language acquisition, specifically temporal-reference cue learning in Latin, which the replication explicitly says it re-tested.. All considered: crossref: 10.1017/s0272263111000325 | search_confirm: clearly_target — The record is authored by Ellis and Sagarra and directly concerns learned attention in adult language acquisition, matching the study's explicit description of its target and Latin temporal-reference re-test. | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2079602063,,yes
17fd10740e2b962d728b0506d19f12da,W4391983624,10.1038/s41539-024-00218-w,orig-118,llm_title_search,5b716d061bb336f5 2026-08-16,unvalidated,10.1177/1745691620953781,"How do young children explain differences in the classroom? Implications for achievement, motivation, and educational equity",2021,10.1037/xge0001437,Unequal opportunities from the start: Socioeconomic disparities in classroom participation in preschool.,"Goudeau, S.; Sanrey, C.; Autin, F.; Stephens, N. K.; Markus, H. R.; Croizet, J.; Cimpian, A.",2023,"Goudeau, S., Sanrey, C., Autin, F., Stephens, N. K., Markus, H. R., Croizet, J., & Cimpian, A. (2023). Unequal opportunities from the start: Socioeconomic disparities in classroom participation in preschool.. Journal of Experimental Psychology General, 152(11), 3135–3152. https://doi.org/10.1037/xge0001437","@article{Goudeau_2023, title={Unequal opportunities from the start: Socioeconomic disparities in classroom participation in preschool.}, author={Goudeau, S. and Sanrey, C. and Autin, F. and Stephens, N. K. and Markus, H. R. and Croizet, J. and Cimpian, A.}, journal={Journal of Experimental Psychology General}, volume={152}, number={11}, pages={3135--3152}, year={2023}, doi={10.1037/xge0001437}, url={https://doi.org/10.1037/xge0001437}}","By replicating and extending the results of a previous study 26 on new and larger samples and with different stimuli, the present work increases confidence in the argument that children exhibit an inherence bias when explaining differences in achievement. | search_confirm: clearly_target — The record directly addresses young children’s explanations for classroom achievement differences and is authored by the researchers associated with the inherence-bias work being replicated. | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W4382539237,Supabase: unvalidated — retire the queued record,no
8d84e3c1524d228e5d35a3460a2f6584,W2898070592,10.1093/ntr/nty218,orig-128,llm_references,765e053cd24611e5 2026-09-23,not imported,10.1007/s00213-006-0647-1,Association of the met66 allele of brain-derived neurotrophic factor (BDNF) with smoking,2006,10.1038/ng.571,Genome-wide meta-analyses identify multiple loci associated with smoking behavior,"Furberg, H.; Kim, Y.; Dackor, J.; Mohlke, K. L.; Sullivan, P. F.; Boerwinkle, E.; Franceschini, N.; Ardissino, D.; Bernardinelli, L.; Mannucci, P. M.; Mauri, F.; Merlini, P. A.; Absher, D.; Assimes, T. L.; Knowles, J. W.; Quertermous, T.; Fortmann, S. P.; Iribarren, C.; Ferrucci, L.; Tanaka, T.; Bis, J. C.; McKnight, B.; Psaty, B. M.; Thacker, E. L.; Schwartz, S. M.; Furberg, C. D.; Haritunians, T.; Taylor, K. D.; Almgren, P.; Groop, L.; Ladenvall, C.; Boehnke, M.; Jackson, A. U.; Stringham, H. M.; Tuomilehto, J.; Kaprio, J.; Benjamin, E. J.; Vasan, R. S.; Hwang, S.; Preis, S. R.; Levy, D.; Duan, J.; Gejman, P. V.; Sanders, A. R.; Levinson, D. F.; Shi, J.; Lips, E. H.; McKay, J.; Brennan, P.; Agudo, A.; Castellsagué, X.; Barzan, L.; Bencko, V.; Holcátová, I.; Benhamou, S.; Canova, C.; Conway, D. I.; Fabianova, E.; Foretova, L.; Janout, V.; Healy, C. M.; Kjærheim, K.; Lagiou, P.; Lissowska, J.; Lowry, R.; Macfarlane, T. V.; Mates, D.; Richiardi, L.; Rudnai, P.; Szeszenia-Dabrowska, N.; Zaridze, D.; Znaor, A.; Lathrop, M.; Bandinelli, S.; Frayling, T. M.; Perry, J. R. B.; Guralnik, J. M.; Milaneschi, Y.; Altshuler, D.; Kathiresan, S.; Elosúa, R.; Lucas, G.; Melander, O.; O'Donnell, C. J.; Salomaa, V.; Voight, B. F.; Penninx, B. W.; Smit, J. H.; Vogelzangs, N.; Boomsma, D. I.; Geus, E. J. C. d.; Vink, J. M.; Willemsen, G.; Chanock, S. J.; Gu, F.; Hunter, D. J.; Kraft, P.; Hankinson, S. E.; Hofman, A.; Tiemeier, H.",2010,"Furberg, H., Kim, Y., Dackor, J., Mohlke, K. L., Sullivan, P. F., Boerwinkle, E., Franceschini, N., Ardissino, D., Bernardinelli, L., Mannucci, P. M., Mauri, F., Merlini, P. A., Absher, D., Assimes, T. L., Knowles, J. W., Quertermous, T., Fortmann, S. P., Iribarren, C., Ferrucci, L., Tanaka, T., Bis, J. C., McKnight, B., Psaty, B. M., Thacker, E. L., Schwartz, S. M., Furberg, C. D., Haritunians, T., Taylor, K. D., Almgren, P., Groop, L., Ladenvall, C., Boehnke, M., Jackson, A. U., Stringham, H. M., Tuomilehto, J., Kaprio, J., Benjamin, E. J., Vasan, R. S., Hwang, S., Preis, S. R., Levy, D., Duan, J., Gejman, P. V., Sanders, A. R., Levinson, D. F., Shi, J., Lips, E. H., McKay, J., Brennan, P., Agudo, A., Castellsagué, X., Barzan, L., Bencko, V., Holcátová, I., Benhamou, S., Canova, C., Conway, D. I., Fabianova, E., Foretova, L., Janout, V., Healy, C. M., Kjærheim, K., Lagiou, P., Lissowska, J., Lowry, R., Macfarlane, T. V., Mates, D., Richiardi, L., Rudnai, P., Szeszenia-Dabrowska, N., Zaridze, D., Znaor, A., Lathrop, M., Bandinelli, S., Frayling, T. M., Perry, J. R. B., Guralnik, J. M., Milaneschi, Y., Altshuler, D., Kathiresan, S., Elosúa, R., Lucas, G., Melander, O., O'Donnell, C. J., Salomaa, V., Voight, B. F., Penninx, B. W., Smit, J. H., Vogelzangs, N., Boomsma, D. I., Geus, E. J. C. d., Vink, J. M., Willemsen, G., Chanock, S. J., Gu, F., Hunter, D. J., Kraft, P., Hankinson, S. E., Hofman, A., & Tiemeier, H. (2010). Genome-wide meta-analyses identify multiple loci associated with smoking behavior. Nature Genetics, 42(5), 441–447. https://doi.org/10.1038/ng.571","@article{Furberg_2010, title={Genome-wide meta-analyses identify multiple loci associated with smoking behavior}, author={Furberg, H. and Kim, Y. and Dackor, J. and Mohlke, K. L. and Sullivan, P. F. and Boerwinkle, E. and Franceschini, N. and Ardissino, D. and Bernardinelli, L. and Mannucci, P. M. and Mauri, F. and Merlini, P. A. and Absher, D. and Assimes, T. L. and Knowles, J. W. and Quertermous, T. and Fortmann, S. P. and Iribarren, C. and Ferrucci, L. and Tanaka, T. and Bis, J. C. and McKnight, B. and Psaty, B. M. and Thacker, E. L. and Schwartz, S. M. and Furberg, C. D. and Haritunians, T. and Taylor, K. D. and Almgren, P. and Groop, L. and Ladenvall, C. and Boehnke, M. and Jackson, A. U. and Stringham, H. M. and Tuomilehto, J. and Kaprio, J. and Benjamin, E. J. and Vasan, R. S. and Hwang, S. and Preis, S. R. and Levy, D. and Duan, J. and Gejman, P. V. and Sanders, A. R. and Levinson, D. F. and Shi, J. and Lips, E. H. and McKay, J. and Brennan, P. and Agudo, A. and Castellsagué, X. and Barzan, L. and Bencko, V. and Holcátová, I. and Benhamou, S. and Canova, C. and Conway, D. I. and Fabianova, E. and Foretova, L. and Janout, V. and Healy, C. M. and Kjærheim, K. and Lagiou, P. and Lissowska, J. and Lowry, R. and Macfarlane, T. V. and Mates, D. and Richiardi, L. and Rudnai, P. and Szeszenia-Dabrowska, N. and Zaridze, D. and Znaor, A. and Lathrop, M. and Bandinelli, S. and Frayling, T. M. and Perry, J. R. B. and Guralnik, J. M. and Milaneschi, Y. and Altshuler, D. and Kathiresan, S. and Elosúa, R. and Lucas, G. and Melander, O. and O'Donnell, C. J. and Salomaa, V. and Voight, B. F. and Penninx, B. W. and Smit, J. H. and Vogelzangs, N. and Boomsma, D. I. and Geus, E. J. C. d. and Vink, J. M. and Willemsen, G. and Chanock, S. J. and Gu, F. and Hunter, D. J. and Kraft, P. and Hankinson, S. E. and Hofman, A. and Tiemeier, H.}, journal={Nature Genetics}, volume={42}, number={5}, pages={441--447}, year={2010}, doi={10.1038/ng.571}, url={https://doi.org/10.1038/ng.571}}","we aimed to replicate the earlier reported association of a functional genetic variant of BDNF with smoking initiation (SI) | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2110846909,,yes
d3d79c4a9b049a7e605dda297a452370,W4388891971,10.1093/schbul/sbad161,orig-131,llm_references,765e053cd24611e5 2026-09-23,unvalidated,10.1016/j.psychres.2018.10.074,Looking through autistic features in schizophrenia using the PANSS Autism Severity Score (PAUSS),2018,10.1186/s12888-015-0494-x,Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia,"Kästner, A.; Begemann, M.; Michel, T. M.; EVERTS, S.; Stepniak, B.; Bach, C.; Poustka, L.; Becker, J.; Banaschewski, T.; Dose, M.; Ehrenreich, H.",2015,"Kästner, A., Begemann, M., Michel, T. M., EVERTS, S., Stepniak, B., Bach, C., Poustka, L., Becker, J., Banaschewski, T., Dose, M., & Ehrenreich, H. (2015). Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia. BMC Psychiatry, 15(1), 115–115. https://doi.org/10.1186/s12888-015-0494-x","@article{Kstner_2015, title={Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia}, author={Kästner, A. and Begemann, M. and Michel, T. M. and EVERTS, S. and Stepniak, B. and Bach, C. and Poustka, L. and Becker, J. and Banaschewski, T. and Dose, M. and Ehrenreich, H.}, journal={BMC Psychiatry}, volume={15}, number={1}, pages={115--115}, year={2015}, doi={10.1186/s12888-015-0494-x}, url={https://doi.org/10.1186/s12888-015-0494-x}}","Analyses from the original validation study were conducted with SSD participants, and extended into ASC, SSD-sibling, and TC participants. | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",failed,W1851854755,Supabase: unvalidated — retire the queued record,no
2f17c1861fc457e23312ee9ad77df549,W4366350975,10.1111/desc.13399,orig-136,llm_title_search,010cf32bb63351e1 2026-09-22,not imported,10.1111/1467-9280.00403,Object name learning provides on-the-job training for attention,2002,10.1016/s0010-0277(99)00034-7,"Early noun vocabularies: do ontology, category structure and syntax correspond?","Samuelson, L. K.; Smith, L. B.",1999,"Samuelson, L. K., & Smith, L. B. (1999). Early noun vocabularies: do ontology, category structure and syntax correspond?. Cognition, 73(1), 1–33. https://doi.org/10.1016/s0010-0277(99)00034-7","@article{Samuelson_1999, title={Early noun vocabularies: do ontology, category structure and syntax correspond?}, author={Samuelson, L. K. and Smith, L. B.}, journal={Cognition}, volume={73}, number={1}, pages={1--33}, year={1999}, doi={10.1016/s0010-0277(99)00034-7}, url={https://doi.org/10.1016/s0010-0277(99)00034-7}}","We replicated prior findings that attention to shape increased with the number of nouns in children's productive vocabularies but add to this work by showing that while children look at the shape-and material-match test objects equally before the name, those who produce more nouns quickly looked to the shape-match test object after. That increased attention to generalization targets and fewer looking transitions following the naming event were both related to the number of nouns in children's productive vocabularies can be seen to support the proposal that the attentional cuing of novel names is learned during vocabulary development. Smith et al. (2002) proposed that because many of the first words that young English-learners acquire are names for categories of solid objects whose members share similar shapes (e.g., ""spoon,"" ""chair"") their attention is biased to shape in the context of a naming event with a solid object. | search_confirm: clearly_target — The record exactly matches the cited Smith et al. (2002) work on object-name learning training attention, including the authors and subject matter directly described as the prior findings being replicated. | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2037667353,,yes
f976cfeba36d1556ffbcdc0597029527,W2101153392,10.1167/8.1.1,orig-141,llm_cited_candidates,765e053cd24611e5 2026-09-24,not imported,10.3758/bf03212974,Figural aftereffects in the perception of faces,1999,10.1038/nature02420,Adaptation to natural facial categories,"Webster, M. A.; Kaping, D.; Mizokami, Y.; Duhamel, P.",2004,"Webster, M. A., Kaping, D., Mizokami, Y., & Duhamel, P. (2004). Adaptation to natural facial categories. Nature, 428(6982), 557–561. https://doi.org/10.1038/nature02420","@article{Webster_2004, title={Adaptation to natural facial categories}, author={Webster, M. A. and Kaping, D. and Mizokami, Y. and Duhamel, P.}, journal={Nature}, volume={428}, number={6982}, pages={557--561}, year={2004}, doi={10.1038/nature02420}, url={https://doi.org/10.1038/nature02420}}","We began by replicating the finding that adaptation to ethnicity, gender, and a combination of both features induces selective shifts in category appearance. | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2094837771,,yes
60b430c707abd162ed7a984150424489,W3014898655,10.1177/1948550619887702,orig-144,llm_references,765e053cd24611e5 2026-09-23,not imported,10.1177/0146167218796473,Ego Depletion Reduces Attention Control: Evidence From Two High-Powered Preregistered Experiments,2018,10.1027/1864-9335/a000308,"The Ego Could Be Depleted, Providing Initial Exertion Is Depleting","Dang, J.; Liu, Y.; Liu, X.; Mao, L.",2017,"Dang, J., Liu, Y., Liu, X., & Mao, L. (2017). The Ego Could Be Depleted, Providing Initial Exertion Is Depleting. Social Psychology, 48(4), 242–245. https://doi.org/10.1027/1864-9335/a000308","@article{Dang_2017, title={The Ego Could Be Depleted, Providing Initial Exertion Is Depleting}, author={Dang, J. and Liu, Y. and Liu, X. and Mao, L.}, journal={Social Psychology}, volume={48}, number={4}, pages={242--245}, year={2017}, doi={10.1027/1864-9335/a000308}, url={https://doi.org/10.1027/1864-9335/a000308}}","A recent preregistered experiment with the Stroop task as the depleting task and the antisaccade task as the outcome task found a medium-level effect size. In the current research, we conducted a preregistered multilab replication of that experiment. | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W2751243320,,yes
0239d8ebb3f2a62bcb6e98d3bd82e233,W2022088385,10.1186/s12881-014-0102-9,orig-145,llm_references,765e053cd24611e5 2026-09-23,not imported,10.1002/ajmg.a.33755,Evaluation of 64 candidate single nucleotide polymorphisms as risk factors for neural tube defects in a large Irish study population,2010,10.1186/1471-2350-13-62,Evaluation of common genetic variants in 82 candidate genes as risk factors for neural tube defects,"Pangilinan, F.; Molloy, A. M.; Mills, J. L.; Troendle, J. F.; Parle‐McDermott, A.; Signore, C. C.; O'Leary, V. B.; Chines, P. S.; Seay, J. M.; Geiler‐Samerotte, K.; Mitchell, A. J.; VanderMeer, J. E.; Krebs, K. M.; Sanchez, A.; Cornman‐Homonoff, J.; Stone, N. R.; Conley, M. R.; Kirke, P. N.; Shane, B.; Scott, J. M.; Brody, L. C.",2012,"Pangilinan, F., Molloy, A. M., Mills, J. L., Troendle, J. F., Parle‐McDermott, A., Signore, C. C., O'Leary, V. B., Chines, P. S., Seay, J. M., Geiler‐Samerotte, K., Mitchell, A. J., VanderMeer, J. E., Krebs, K. M., Sanchez, A., Cornman‐Homonoff, J., Stone, N. R., Conley, M. R., Kirke, P. N., Shane, B., Scott, J. M., & Brody, L. C. (2012). Evaluation of common genetic variants in 82 candidate genes as risk factors for neural tube defects. BMC Medical Genetics, 13(1), 62–62. https://doi.org/10.1186/1471-2350-13-62","@article{Pangilinan_2012, title={Evaluation of common genetic variants in 82 candidate genes as risk factors for neural tube defects}, author={Pangilinan, F. and Molloy, A. M. and Mills, J. L. and Troendle, J. F. and Parle‐McDermott, A. and Signore, C. C. and O'Leary, V. B. and Chines, P. S. and Seay, J. M. and Geiler‐Samerotte, K. and Mitchell, A. J. and VanderMeer, J. E. and Krebs, K. M. and Sanchez, A. and Cornman‐Homonoff, J. and Stone, N. R. and Conley, M. R. and Kirke, P. N. and Shane, B. and Scott, J. M. and Brody, L. C.}, journal={BMC Medical Genetics}, volume={13}, number={1}, pages={62--62}, year={2012}, doi={10.1186/1471-2350-13-62}, url={https://doi.org/10.1186/1471-2350-13-62}}","We tested whether associations detected in a large Irish cohort could be replicated in an independent population. | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",mixed,W1965654753,,yes
d99ba25022b12e043e462adb30e0ef51,W3133749089,10.1186/s40359-021-00536-3,orig-146,llm_title_search,010cf32bb63351e1 2026-09-22,not imported,10.1080/09658211.2014.980429,Mentally walking through doorways causes forgetting: The location updating effect and imagination,2016,10.1080/17470218.2011.571267,Walking through Doorways Causes Forgetting: Further Explorations,"Radvansky, G. A.; Krawietz, S. A.; Tamplin, A. K.",2011,"Radvansky, G. A., Krawietz, S. A., & Tamplin, A. K. (2011). Walking through Doorways Causes Forgetting: Further Explorations. Quarterly Journal of Experimental Psychology, 64(8), 1632–1645. https://doi.org/10.1080/17470218.2011.571267","@article{Radvansky_2011, title={Walking through Doorways Causes Forgetting: Further Explorations}, author={Radvansky, G. A. and Krawietz, S. A. and Tamplin, A. K.}, journal={Quarterly Journal of Experimental Psychology}, volume={64}, number={8}, pages={1632--1645}, year={2011}, doi={10.1080/17470218.2011.571267}, url={https://doi.org/10.1080/17470218.2011.571267}}","Here, we aimed to conceptually replicate this effect using virtual and physical environments. | target named but unmatched to any record; picked by gpt-5.6-luna from 1 candidate(s) (crossref): Its subject directly matches the replication target: the doorway or location-updating effect on forgetting, including imagined doorways.. All considered: crossref: 10.1080/09658211.2014.980429 | identified 1 of 2 targets; unidentified: not named | searches: resolved('the “doorway effect” or “location updating effect” -> title:'); resolved('the “doorway effect” or “location updating effect” -> title:') | search_confirm: clearly_target — The record directly matches the study's doorway/location-updating forgetting subject and identifies the authors and work explicitly associated with the imagined-doorway effect being conceptually replicated. | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",mixed,W2066859619,Observatory lists 2 originals — pick the judges' one by hand,no
b8650097db31bdb19375f8359dcb59d6,W4393097360,10.1371/journal.pgen.1011192,orig-148,llm_references,765e053cd24611e5 2026-09-23,not imported,10.1038/s41586-021-03767-x,Mapping the human genetic architecture of COVID-19,2021,10.1038/s41586-023-06355-3,A second update on mapping the human genetic architecture of COVID-19,"Initiative, T. C. H. G.; Leadership; Kanai, M.; Andrews, S. J.; Cordioli, M.; Stevens, C. R.; Neale, B. M.; Daly, M. J.; Ganna, A.; group, W.; lead, W. g.; Pathak, G. A.; member, W. g.; Iwasaki, A.; group, A.; lead, M. a. t.; Karjalainen, J. M.; Mehtonen, J.; randomization, M. a. t. m. M.; prioritization, M. a. t. m. p. c. p. g.; development, M. a. t. m. m.; Pirinen, M.; group, P. m.; lead, P. m.; support, P. m.; Chwiałkowska, K.; Trankiem, A.; Balaconis, M. K.; group, S. c.; lead, S. c.; Veerapen, K.; Wolford, B. N.; member, S. c.; Ahmad, H. F.; Andrews, S. J.; Puoti, K. A. v. H.; Boer, C. G.; Boua, P. R.; Butler‐Laporte, G.; Cadilla, C. L.; Chwiałkowska, K.; Colombo, F.; Douillard, V.; Dueker, N.; Dutta, A. K.; El-Sherbiny, Y. M.; Eltoukhy, M. M.; Esmaeeli, S.; Faucon, A. B.; Favé, M.; Cadenas, I. F.; Francescatto, M.; Francioli, L. C.; Franke, L.; Fuentes, M.; Durán, R. G.; Gómez-Cabrero, D.; Harry, E. N.; Jansen, P. R.; Szentpéteri, J. L.; Kaja, E.; Kanai, M.; Kirk, C.; Kousathanas, A.; Krieger, J. E.; Patel, S. K.; Lemaçon, A.; Limou, S.; Lió, P.; Marouli, E.; Marttila, M. M.; Medina‐Gómez, C.; Michaeli, Y.; Migeotte, I.; Mondal, S.; Moreno‐Estrada, A.; Moya, L.; NAKANISHI, T. M.; Nasir, J.; Pasko, D.; Pearson, N. M.; Pereira, A. C.; Priest, J. R.; Prijatelj, V.; Prokić, I.; Teumer, A.; Várnai, R.; Romero-Gómez, M.; Roos, C.; Rosenfeld, J.; Li, R.; Schulte, E. C.; Schurmann, C.; Sedaghati-khayat, B.; Shaheen, D.; Shivanathan, I.; Sipeky, C.; Sirui, Z.; Striano, P.; Tanigawa, Y.",2023,"Initiative, T. C. H. G., Leadership, Kanai, M., Andrews, S. J., Cordioli, M., Stevens, C. R., Neale, B. M., Daly, M. J., Ganna, A., group, W., lead, W. g., Pathak, G. A., member, W. g., Iwasaki, A., group, A., lead, M. a. t., Karjalainen, J. M., Mehtonen, J., randomization, M. a. t. m. M., prioritization, M. a. t. m. p. c. p. g., development, M. a. t. m. m., Pirinen, M., group, P. m., lead, P. m., support, P. m., Chwiałkowska, K., Trankiem, A., Balaconis, M. K., group, S. c., lead, S. c., Veerapen, K., Wolford, B. N., member, S. c., Ahmad, H. F., Andrews, S. J., Puoti, K. A. v. H., Boer, C. G., Boua, P. R., Butler‐Laporte, G., Cadilla, C. L., Chwiałkowska, K., Colombo, F., Douillard, V., Dueker, N., Dutta, A. K., El-Sherbiny, Y. M., Eltoukhy, M. M., Esmaeeli, S., Faucon, A. B., Favé, M., Cadenas, I. F., Francescatto, M., Francioli, L. C., Franke, L., Fuentes, M., Durán, R. G., Gómez-Cabrero, D., Harry, E. N., Jansen, P. R., Szentpéteri, J. L., Kaja, E., Kanai, M., Kirk, C., Kousathanas, A., Krieger, J. E., Patel, S. K., Lemaçon, A., Limou, S., Lió, P., Marouli, E., Marttila, M. M., Medina‐Gómez, C., Michaeli, Y., Migeotte, I., Mondal, S., Moreno‐Estrada, A., Moya, L., NAKANISHI, T. M., Nasir, J., Pasko, D., Pearson, N. M., Pereira, A. C., Priest, J. R., Prijatelj, V., Prokić, I., Teumer, A., Várnai, R., Romero-Gómez, M., Roos, C., Rosenfeld, J., Li, R., Schulte, E. C., Schurmann, C., Sedaghati-khayat, B., Shaheen, D., Shivanathan, I., Sipeky, C., Sirui, Z., Striano, P., & Tanigawa, Y. (2023). A second update on mapping the human genetic architecture of COVID-19. Nature, 621(7977), E7–E26. https://doi.org/10.1038/s41586-023-06355-3","@article{Initiative_2023, title={A second update on mapping the human genetic architecture of COVID-19}, author={Initiative, T. C. H. G. and Leadership and Kanai, M. and Andrews, S. J. and Cordioli, M. and Stevens, C. R. and Neale, B. M. and Daly, M. J. and Ganna, A. and group, W. and lead, W. g. and Pathak, G. A. and member, W. g. and Iwasaki, A. and group, A. and lead, M. a. t. and Karjalainen, J. M. and Mehtonen, J. and randomization, M. a. t. m. M. and prioritization, M. a. t. m. p. c. p. g. and development, M. a. t. m. m. and Pirinen, M. and group, P. m. and lead, P. m. and support, P. m. and Chwiałkowska, K. and Trankiem, A. and Balaconis, M. K. and group, S. c. and lead, S. c. and Veerapen, K. and Wolford, B. N. and member, S. c. and Ahmad, H. F. and Andrews, S. J. and Puoti, K. A. v. H. and Boer, C. G. and Boua, P. R. and Butler‐Laporte, G. and Cadilla, C. L. and Chwiałkowska, K. and Colombo, F. and Douillard, V. and Dueker, N. and Dutta, A. K. and El-Sherbiny, Y. M. and Eltoukhy, M. M. and Esmaeeli, S. and Faucon, A. B. and Favé, M. and Cadenas, I. F. and Francescatto, M. and Francioli, L. C. and Franke, L. and Fuentes, M. and Durán, R. G. and Gómez-Cabrero, D. and Harry, E. N. and Jansen, P. R. and Szentpéteri, J. L. and Kaja, E. and Kanai, M. and Kirk, C. and Kousathanas, A. and Krieger, J. E. and Patel, S. K. and Lemaçon, A. and Limou, S. and Lió, P. and Marouli, E. and Marttila, M. M. and Medina‐Gómez, C. and Michaeli, Y. and Migeotte, I. and Mondal, S. and Moreno‐Estrada, A. and Moya, L. and NAKANISHI, T. M. and Nasir, J. and Pasko, D. and Pearson, N. M. and Pereira, A. C. and Priest, J. R. and Prijatelj, V. and Prokić, I. and Teumer, A. and Várnai, R. and Romero-Gómez, M. and Roos, C. and Rosenfeld, J. and Li, R. and Schulte, E. C. and Schurmann, C. and Sedaghati-khayat, B. and Shaheen, D. and Shivanathan, I. and Sipeky, C. and Sirui, Z. and Striano, P. and Tanigawa, Y.}, journal={Nature}, volume={621}, number={7977}, pages={E7--E26}, year={2023}, doi={10.1038/s41586-023-06355-3}, url={https://doi.org/10.1038/s41586-023-06355-3}}","We investigated the evidence for replication of loci reported by the International Host Genetics Initiative (HGI) | pick_check: confirmed | original corrected by adjudication, Observatory comparison 2026-09; outcome coded against the previous original — re-check",successful,W4386485278,,yes
